Ticket_ID,Subject,Description,Category,Priority,Timestamp
1814,New Feature Suggestion,It would be great if we could reset password.,Feature Request,Medium,2025-09-14 14:41:07.454948
1815,New Feature Suggestion,Add export to PDF functionality.,Feature Request,High,2025-07-14 15:01:07.454948
1816,2FA Issue,Two-factor authentication not working.,Account Management,Critical,2025-07-30 07:06:07.454948
1817,API Error,SSL certificate error on your domain.,Technical Issue,High,2025-07-11 15:38:07.454948
1818,2FA Issue,Two-factor authentication not working.,Account Management,High,2025-06-30 07:51:07.454948
1819,Password Reset,My account is locked without reason.,Account Management,Critical,2025-05-01 05:24:07.454948
1820,API Error,SSL certificate error on your domain.,Technical Issue,Low,2025-08-14 15:10:07.454948
1821,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-06-05 14:01:07.454948
1822,Feature Broken,The screen goes blank when I open profile.,Bug Report,Low,2025-08-19 01:06:07.454948
1823,Double Charge,Refund request for unused service period.,Billing Inquiry,High,2025-08-25 04:52:07.454948
1824,Login Error,The dark mode is not working after the latest update.,Bug Report,High,2025-04-07 11:17:07.454948
1825,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Medium,2025-08-13 23:21:07.454948
1826,UX Improvement,It would be great if we could reset password.,Feature Request,High,2025-07-12 16:37:07.454948
1827,Password Reset,How do I delete my account permanently?,Account Management,High,2025-06-03 22:46:07.454948
1828,Feature Broken,Error message '500' appears when I try to reset password.,Bug Report,Critical,2025-07-02 23:20:07.454948
1829,Account Locked,My account is locked without reason.,Account Management,High,2025-07-26 00:08:07.454948
1830,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-05-15 08:37:07.454948
1831,App Crash,App crashes when I click on Delete.,Bug Report,Critical,2025-05-06 21:54:07.454948
1832,Feature Broken,The notifications is not working after the latest update.,Bug Report,Critical,2025-07-29 14:02:07.454948
1833,Login Error,Error message 'Timeout' appears when I try to reset password.,Bug Report,Medium,2025-07-04 21:08:07.454948
1834,API Error,Integration with Slack is failing.,Technical Issue,Critical,2025-06-21 09:10:07.454948
1835,UX Improvement,Please consider adding dark mode support.,Feature Request,Critical,2025-07-12 00:03:07.454948
1836,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-08-09 11:08:07.454948
1837,New Feature Suggestion,I suggest improving the user management for better usability.,Feature Request,Low,2025-09-11 03:12:07.454948
1838,Login Error,App crashes when I click on Refresh.,Bug Report,Critical,2025-06-23 21:24:07.454948
1839,Refund Request,Refund request for unused service period.,Billing Inquiry,Medium,2025-09-14 09:42:07.454948
1840,Feature Broken,The export is not working after the latest update.,Bug Report,High,2025-07-01 02:05:07.454948
1841,Slow Performance,Server response time is too slow for search query.,Technical Issue,High,2025-09-07 07:46:07.454948
1842,2FA Issue,My account is locked without reason.,Account Management,Medium,2025-08-31 11:34:07.454948
1843,Feature Broken,The notifications is not working after the latest update.,Bug Report,Medium,2025-08-03 02:34:07.454948
1844,Double Charge,I was charged twice for my subscription.,Billing Inquiry,High,2025-08-31 06:13:07.454948
1845,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-07-29 06:11:07.454948
1846,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,High,2025-07-02 19:19:07.454948
1847,Slow Performance,Integration with Slack is failing.,Technical Issue,High,2025-04-10 05:28:07.454948
1848,Feature Broken,Error message '404' appears when I try to log in.,Bug Report,Medium,2025-04-21 04:11:07.454948
1849,Double Charge,I was charged twice for my subscription.,Billing Inquiry,High,2025-08-08 22:57:07.454948
1850,Connection Failed,API returns 500 error when calling /api/logs.,Technical Issue,Medium,2025-04-07 23:43:07.454948
1851,Password Reset,Two-factor authentication not working.,Account Management,Medium,2025-05-23 23:30:07.454948
1852,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-05-24 10:48:07.454948
1853,Account Locked,Two-factor authentication not working.,Account Management,High,2025-07-01 18:54:07.454948
1854,Connection Failed,I can't connect to the API gateway despite correct settings.,Technical Issue,Medium,2025-06-29 17:27:07.454948
1855,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-06-19 08:08:07.454948
1856,Connection Failed,I can't connect to the email server despite correct settings.,Technical Issue,Critical,2025-06-07 06:55:07.454948
1857,API Error,I can't connect to the email server despite correct settings.,Technical Issue,High,2025-04-28 02:40:07.454948
1858,API Error,I can't connect to the email server despite correct settings.,Technical Issue,Critical,2025-04-23 20:51:07.454948
1859,Connection Failed,SSL certificate error on your domain.,Technical Issue,Low,2025-08-30 11:26:07.454948
1860,App Crash,Login fails even with correct credentials.,Bug Report,High,2025-05-23 22:02:07.454948
1861,UX Improvement,It would be great if we could upload file.,Feature Request,Medium,2025-04-30 03:58:07.454948
1862,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Critical,2025-08-16 21:31:07.454948
1863,Feature Broken,Error message '404' appears when I try to sync data.,Bug Report,Medium,2025-06-12 21:33:07.454948
1864,Feature Broken,Login fails even with correct credentials.,Bug Report,Medium,2025-08-23 20:02:07.454948
1865,Refund Request,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-08-22 18:47:07.454948
1866,App Crash,The notifications is not working after the latest update.,Bug Report,High,2025-05-15 19:04:07.454948
1867,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-08-28 13:39:07.454948
1868,API Error,I can't connect to the email server despite correct settings.,Technical Issue,Medium,2025-09-07 23:22:07.454948
1869,2FA Issue,I can't reset my password.,Account Management,Medium,2025-05-29 13:48:07.454948
1870,Connection Failed,SSL certificate error on your domain.,Technical Issue,Medium,2025-06-03 04:14:07.454948
1871,Login Error,Error message '404' appears when I try to sync data.,Bug Report,Medium,2025-07-22 20:42:07.454948
1872,Password Reset,My account is locked without reason.,Account Management,Medium,2025-09-03 08:46:07.454948
1873,Connection Failed,API returns 500 error when calling /api/users.,Technical Issue,High,2025-07-03 21:45:07.454948
1874,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,Medium,2025-07-06 14:15:07.454948
1875,2FA Issue,Two-factor authentication not working.,Account Management,High,2025-07-29 21:09:07.454948
1876,Password Reset,I can't reset my password.,Account Management,Medium,2025-07-01 11:34:07.454948
1877,Slow Performance,Server response time is too slow for file upload.,Technical Issue,Medium,2025-08-28 22:01:07.454948
1878,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,High,2025-04-18 12:21:07.454948
1879,2FA Issue,Two-factor authentication not working.,Account Management,Critical,2025-04-06 16:58:07.454948
1880,Login Error,The screen goes blank when I open settings.,Bug Report,High,2025-08-01 16:00:07.454948
1881,App Crash,Error message 'Timeout' appears when I try to sync data.,Bug Report,High,2025-04-05 14:34:07.454948
1882,App Crash,App crashes when I click on Save.,Bug Report,Medium,2025-06-20 10:39:07.454948
1883,Account Locked,Email not updating in profile settings.,Account Management,High,2025-05-09 13:21:07.454948
1884,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-07-01 11:34:07.454948
1885,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-08-25 22:01:07.454948
1886,Login Error,App crashes when I click on Save.,Bug Report,Low,2025-04-24 13:06:07.454948
1887,Password Reset,How do I delete my account permanently?,Account Management,Medium,2025-05-11 05:32:07.454948
1888,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Critical,2025-07-19 13:26:07.454948
1889,New Feature Suggestion,It would be great if we could reset password.,Feature Request,Medium,2025-08-23 10:43:07.454948
1890,Feature Broken,Login fails even with correct credentials.,Bug Report,Critical,2025-08-24 01:46:07.454948
1891,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,High,2025-08-08 11:11:07.454948
1892,Double Charge,I was charged twice for my subscription.,Billing Inquiry,Medium,2025-07-20 17:12:07.454948
1893,2FA Issue,Two-factor authentication not working.,Account Management,High,2025-09-22 16:13:07.454948
1894,Connection Failed,Integration with Zapier is failing.,Technical Issue,High,2025-09-12 05:16:07.454948
1895,Invoice Question,Refund request for unused service period.,Billing Inquiry,High,2025-09-02 06:47:07.454948
1896,Account Locked,My account is locked without reason.,Account Management,High,2025-08-22 23:51:07.454948
1897,Login Error,Error message 'Connection lost' appears when I try to log in.,Bug Report,Medium,2025-04-30 02:08:07.454948
1898,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-09-12 01:43:07.454948
1899,Double Charge,Refund request for unused service period.,Billing Inquiry,High,2025-06-28 19:26:07.454948
1900,Login Error,Login fails even with correct credentials.,Bug Report,Critical,2025-04-16 17:43:07.454948
1901,Login Error,The export is not working after the latest update.,Bug Report,Low,2025-06-13 09:16:07.454948
1902,Password Reset,I can't reset my password.,Account Management,Low,2025-05-03 23:38:07.454948
1903,Double Charge,I was charged twice for my subscription.,Billing Inquiry,High,2025-05-27 10:18:07.454948
1904,2FA Issue,How do I delete my account permanently?,Account Management,Low,2025-05-27 21:03:07.454948
1905,Feature Broken,The screen goes blank when I open profile.,Bug Report,Medium,2025-06-17 22:27:07.454948
1906,Feature Broken,Login fails even with correct credentials.,Bug Report,Medium,2025-04-24 04:52:07.454948
1907,App Crash,The dark mode is not working after the latest update.,Bug Report,Medium,2025-08-10 15:41:07.454948
1908,Account Locked,How do I delete my account permanently?,Account Management,High,2025-06-19 16:06:07.454948
1909,UX Improvement,It would be great if we could upload file.,Feature Request,High,2025-07-18 03:04:07.454948
1910,2FA Issue,Email not updating in profile settings.,Account Management,Medium,2025-08-08 23:30:07.454948
1911,Password Reset,Email not updating in profile settings.,Account Management,High,2025-07-19 21:00:07.454948
1912,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-06-21 05:07:07.454948
1913,Feature Broken,Login fails even with correct credentials.,Bug Report,High,2025-04-25 19:10:07.454948
1914,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-08-13 16:56:07.454948
1915,App Crash,Login fails even with correct credentials.,Bug Report,Medium,2025-09-14 02:01:07.454948
1916,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-05-05 10:24:07.454948
1917,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-05-09 15:56:07.454948
1918,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-09-07 15:36:07.454948
1919,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-08-26 00:40:07.454948
1920,Connection Failed,SSL certificate error on your domain.,Technical Issue,Critical,2025-04-07 19:12:07.454948
1921,App Crash,The export is not working after the latest update.,Bug Report,High,2025-08-25 21:29:07.454948
1922,Password Reset,I can't reset my password.,Account Management,Low,2025-07-01 08:25:07.454948
1923,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Medium,2025-07-13 14:28:07.454948
1924,New Feature Suggestion,It would be great if we could upload file.,Feature Request,Low,2025-05-23 08:57:07.454948
1925,App Crash,The export is not working after the latest update.,Bug Report,High,2025-04-25 16:26:07.454948
1926,API Error,Server response time is too slow for data export.,Technical Issue,Medium,2025-06-30 12:32:07.454948
1927,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,High,2025-05-25 16:30:07.454948
1928,Password Reset,Two-factor authentication not working.,Account Management,Medium,2025-09-26 15:46:07.454948
1929,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-07-01 03:58:07.454948
